T, A, B, Oc, C, Oj, tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, savg
297, -0.843, -0.259, -0.202, 2.85, 0.512, 0.5, 0.438, 0.696, -0.0536, 1.4, 0.1, 0.024, 7, 1.5, 0.12, -0.019, 7.6, 4.9
298, -0.835, -0.259, -0.201, 2.85, 0.528, 0.144, 0.433, 0.697, -0.0499, 7.2, 3.7, 0.74, 1.3e+02, 3.1, 1.5, -0.023, 52, 60
297, -0.819, -0.258, -0.202, 1.4, 0.52, 0.143, 0.437, 0.693, -0.0428, 12, 2, -2.8, 1e+02, 15, 5.1, 0.13, 1.8e+02, 95
297, -0.849, -0.261, -0.202, 2.88, 0.5, 0.143, 0.404, 0.7, -0.0457, 3.2, 1.6, 0.28, 54, 15, 7.7, -0.99, 2.6e+02, 1.1e+02
297, -0.843, -0.261, -0.203, 2.85, 0.513, 0.145, 0.464, 0.697, -0.0669, 15, 7.9, 0.79, 2.7e+02, 14, 6.7, 2.8, 2.3e+02, 1.7e+02
297, -0.849, -0.26, -0.204, 2.85, 0.508, 0.142, 0.455, 0.668, -0.0465, 15, 7.7, 0.27, 2.6e+02, 12, 5.1, 2.9, 1.9e+02, 1.5e+02
297, -0.828, -0.258, -0.203, 2.85, 0.502, 0.143, 0.383, 0.672, -0.0499, 15, 7.7, 1.5, 2.6e+02, 14, 6.3, 2.8, 2.2e+02, 1.6e+02
297, -0.829, -0.259, -0.202, 2.86, 0.508, 0.141, 0.379, 0.674, -0.0503, 15, 7.8, 1.2, 2.7e+02, 15, 7.9, 0.56, 2.7e+02, 1.8e+02
297, -0.83, -0.259, -0.202, 2.86, 0.509, 0.142, 0.381, 0.671, -0.0554, 15, 7.4, 2.6, 2.6e+02, 15, 7.9, 0.46, 2.7e+02, 1.8e+02
298, -0.829, -0.258, -0.202, 2.86, 0.508, 0.142, 0.401, 0.689, -0.0493, 3.2, 1.6, -0.03, 54, 13, 7.2, 0.27, 2.4e+02, 1e+02
297, -0.829, -0.258, -0.203, 2.87, 0.508, 0.142, 0.368, 0.684, -0.0493, 3.5, 1.7, 0.076, 59, 15, 7.9, -0.8, 2.7e+02, 1.1e+02
297, -0.829, -0.261, -0.201, 2.85, 0.501, 0.145, 0.45, 0.696, -0.0461, 15, 7.7, 1.6, 2.6e+02, 2.8, 1.4, 0.087, 47, 1e+02
297, -0.862, -0.26, -0.203, 2.85, 0.503, 0.145, 0.45, 0.684, -0.0558, 15, 7.6, 1.2, 2.6e+02, 14, 6.6, 2.9, 2.3e+02, 1.6e+02
297, -0.829, -0.259, -0.202, 2.85, 0.508, 0.141, 0.376, 0.676, -0.0505, 15, 7.8, 0.85, 2.7e+02, 4.8, 2.5, 0.067, 85, 1.2e+02
297, -0.829, -0.259, -0.202, 2.85, 0.507, 0.142, 0.398, 0.673, -0.0506, 15, 7.6, 1.1, 2.6e+02, 3.2, 1.6, 0.053, 55, 1e+02
297, -0.827, -0.261, -0.204, 2.85, 0.499, 0.142, 0.393, 0.665, -0.05, 15, 6.8, 2.9, 2.4e+02, 15, 7.5, 1.2, 2.6e+02, 1.7e+02
297, -0.834, -0.261, -0.202, 2.85, 0.498, 0.143, 0.392, 0.679, -0.0693, 15, 7.6, 1.2, 2.6e+02, 14, 6.6, 2.9, 2.3e+02, 1.6e+02
298, -0.823, -0.259, -0.203, 2.85, 0.515, 0.143, 0.427, 0.667, -0.0612, 8.6, 4.7, -0.086, 1.6e+02, 6.1, 3.1, -0.037, 1.1e+02, 89
297, -0.825, -0.262, -0.204, 2.85, 0.513, 0.143, 0.433, 0.675, -0.0622, 15, 6.9, -2.4, 2.4e+02, 15, 7.8, -0.45, 2.6e+02, 1.7e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.6, 1.7, 2.6e+02, 2.8, 1.3, 0.029, 47, 1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 3.8, 1.9, -0.15, 66, 3.8, 1.9, 0.21, 66, 44
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 3.8, 1.9, 0.45, 65, 15, 7.7, 0.72, 2.6e+02, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 10, 5.4, 0.76, 1.8e+02, 15, 7.5, 2.1, 2.6e+02, 1.5e+02
297, -0.829, -0.259, -0.201, 2.88, 0.508, 0.142, 0.385, 0.558, -0.049, 3.2, 1.5, 0.24, 53, 15, 7.7, 0.98, 2.6e+02, 1.1e+02
297, -0.829, -0.259, -0.201, 2.89, 0.507, 0.144, 0.393, 0.677, -0.0493, 2.8, 1.4, 0.08, 47, 15, 7.9, 0.13, 2.7e+02, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 6.4, 3.2, 0.99, 1.1e+02, 15, 7.6, 2, 2.6e+02, 1.2e+02
297, -0.849, -0.257, -0.203, 2.85, 0.511, 0.145, 0.438, 0.699, -0.0442, 12, 5.4, 2.9, 2e+02, 15, 7.9, 0.44, 2.7e+02, 1.5e+02
297, -0.849, -0.258, -0.202, 2.85, 0.508, 0.144, 0.446, 0.697, -0.0566, 13, 6, 2.9, 2.2e+02, 15, 7.8, 0.12, 2.7e+02, 1.6e+02
297, -0.854, -0.258, -0.201, 2.85, 0.533, 0.142, 0.41, 0.669, -0.064, 2.6, 1.3, 0.11, 44, 15, 7.5, 1.8, 2.6e+02, 1e+02
297, -0.824, -0.261, -0.203, 2.85, 0.511, 0.144, 0.416, 0.665, -0.045, 8.3, 4.3, 0.72, 1.5e+02, 6.1, 3.1, 0.11, 1.1e+02, 85
298, -0.849, -0.259, -0.202, 2.85, 0.538, 0.144, 0.386, 0.706, -0.0556, 3.5, 1.7, 0.032, 59, 2.9, 1.4, 0.022, 49, 36
297, -0.829, -0.26, -0.202, 2.85, 0.506, 0.145, 0.417, 0.675, -0.0526, 15, 7.5, 0.81, 2.6e+02, 14, 6.8, 2.9, 2.4e+02, 1.7e+02
297, -0.855, -0.26, -0.204, 2.85, 0.52, 0.145, 0.404, 0.708, -0.0594, 15, 7.8, 0.41, 2.7e+02, 12, 5.5, 2.8, 2e+02, 1.5e+02
297, -0.836, -0.261, -0.204, 2.85, 0.511, 0.143, 0.384, 0.686, -0.0676, 15, 7.7, 0.11, 2.6e+02, 13, 5.8, 2.9, 2.1e+02, 1.6e+02
297, -0.859, -0.26, -0.202, 2.85, 0.498, 0.144, 0.396, 0.689, -0.056, 15, 7.5, 1.5, 2.6e+02, 15, 7, 2.8, 2.5e+02, 1.7e+02
297, -0.839, -0.259, -0.201, 2.85, 0.509, 0.144, 0.389, 0.677, -0.0492, 15, 7.9, 0.53, 2.7e+02, 2.9, 1.4, 0.025, 48, 1.1e+02
297, -0.838, -0.26, -0.202, 2.85, 0.508, 0.145, 0.43, 0.665, -0.0687, 15, 7.8, -0.92, 2.7e+02, 15, 7.5, 2.5, 2.6e+02, 1.8e+02
297, -0.82, -0.259, -0.201, 2.85, 0.497, 0.142, 0.403, 0.681, -0.046, 11, 4.8, 2.9, 1.7e+02, 15, 7.5, 1.4, 2.6e+02, 1.4e+02
297, -0.836, -0.261, -0.202, 2.85, 0.516, 0.144, 0.437, 0.676, -0.0535, 4, 2, -2.4e-05, 68, 15, 7.4, 2, 2.6e+02, 1.1e+02
297, -0.853, -0.258, -0.201, 2.85, 0.509, 0.145, 0.378, 0.689, -0.0554, 7.4, 3.9, 0.26, 1.3e+02, 13, 6.1, 2.9, 2.2e+02, 1.2e+02
297, -0.816, -0.261, -0.203, 2.85, 0.492, 0.146, 0.335, 0.66, -0.0575, 15, 7.7, 0.94, 2.6e+02, 15, 7, -2.8, 2.5e+02, 1.7e+02
297, -0.86, -0.26, -0.203, 2.85, 0.535, 0.144, 0.379, 0.694, -0.062, 15, 7.9, 0.13, 2.7e+02, 4.7, 2.4, 0.083, 82, 1.2e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 3.4, 1.7, 0.054, 58, 15, 7.6, -1.6, 2.6e+02, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 2.7, 1.3, 0.063, 45, 15, 7.5, 1.6, 2.6e+02, 1e+02
297, -0.833, -0.261, -0.203, 2.85, 0.536, 0.142, 0.462, 0.701, -0.0435, 2.6, 1.2, 0.07, 44, 3.7, 1.8, -0.02, 63, 36
297, -0.854, -0.259, -0.202, 2.85, 0.509, 0.142, 0.391, 0.688, -0.0477, 15, 7.5, -0.95, 2.6e+02, 15, 7.8, 0.86, 2.7e+02, 1.7e+02
297, -0.829, -0.258, -0.202, 2.86, 0.508, 0.143, 0.397, 0.687, -0.0494, 8.2, 4.3, 0.34, 1.5e+02, 15, 7.5, 0.29, 2.6e+02, 1.3e+02
297, -0.829, -0.258, -0.203, 2.85, 0.508, 0.143, 0.378, 0.684, -0.0493, 15, 7.8, -0.88, 2.6e+02, 3.5, 1.7, 0.063, 60, 1.1e+02
297, -0.823, -0.262, -0.203, 2.85, 0.497, 0.141, 0.387, 0.69, -0.0643, 15, 7.5, 1.1, 2.6e+02, 15, 7.6, 1.5, 2.6e+02, 1.7e+02
298, -0.825, -0.258, -0.201, 2.85, 0.532, 0.144, 0.4, 0.693, -0.0675, 2.7, 1.3, 0.18, 45, 2.7, 1.3, 0.14, 45, 30
297, -0.831, -0.259, -0.202, 2.85, 0.507, 0.142, 0.391, 0.669, -0.0498, 13, 5.8, 2.9, 2.1e+02, 15, 7.9, 0.32, 2.7e+02, 1.6e+02
297, -0.83, -0.259, -0.201, 2.85, 0.506, 0.142, 0.388, 0.676, -0.0463, 8.7, 4.6, 0.37, 1.6e+02, 15, 7.3, 2.6, 2.5e+02, 1.4e+02
297, -0.823, -0.259, -0.203, 2.85, 0.507, 0.142, 0.422, 0.674, -0.0788, 15, 7.9, 1.3, 2.7e+02, 3.5, 1.7, 0.026, 60, 1.1e+02
297, -0.83, -0.259, -0.203, 2.85, 0.507, 0.142, 0.457, 0.681, -0.0518, 15, 7.7, 1.7, 2.6e+02, 8.9, 4.7, 1, 1.6e+02, 1.4e+02
297, -0.857, -0.26, -0.203, 2.85, 0.528, 0.145, 0.373, 0.669, -0.0556, 15, 7.6, 1.5, 2.6e+02, 3.4, 1.7, 0.064, 59, 1.1e+02
297, -0.853, -0.261, -0.203, 2.86, 0.5, 0.145, 0.444, 0.696, -0.0481, 15, 7.6, -0.66, 2.6e+02, 15, 7.4, 2.1, 2.6e+02, 1.7e+02
298, -0.855, -0.259, -0.201, 2.85, 0.503, 0.145, 0.458, 0.703, -0.0617, 14, 6.5, 2.9, 2.3e+02, 15, 8, 0.4, 2.7e+02, 1.7e+02
298, -0.855, -0.261, -0.201, 2.85, 0.516, 0.145, 0.386, 0.708, -0.0647, 5, 2.5, 0.42, 87, 15, 7.7, -0.7, 2.6e+02, 1.2e+02
297, -0.834, -0.258, -0.201, 2.85, 0.54, 0.144, 0.451, 0.672, -0.0631, 3, 1.4, 0.067, 50, 2.8, 1.3, 0.12, 46, 32
297, -0.855, -0.259, -0.202, 2.85, 0.497, 0.145, 0.451, 0.691, -0.0635, 13, 5.6, 2.9, 2e+02, 15, 7.7, 0.42, 2.6e+02, 1.6e+02
296, -0.861, -0.258, -0.201, 2.85, 1.4, 0.143, 0.792, 0.681, -0.0674, 0.6, 0.33, 0.011, 12, 0.6, 0.33, 0.0054, 12, 8.1
296, -0.832, -0.26, -0.204, 2.85, 0.53, 0.143, 0.384, 0.691, -0.0498, 4.2, 2.1, 0.13, 73, 15, 7.5, -0.3, 2.6e+02, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 2.8, 1.4, 0.24, 48, 15, 7.4, -2, 2.6e+02, 1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.7, 1.8, 2.7e+02, 3.3, 1.6, 0.19, 55, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.5, 2.2, 2.6e+02, 15, 7.8, 0.62, 2.7e+02, 1.7e+02
298, -0.845, -0.26, -0.201, 2.85, 0.503, 0.144, 0.406, 0.698, -0.0613, 15, 7.5, 2.5, 2.6e+02, 15, 7.8, 1.8, 2.7e+02, 1.8e+02
298, -0.852, -0.26, -0.203, 2.85, 0.501, 0.142, 0.43, 0.674, -0.0431, 13, 5.7, 2.9, 2e+02, 15, 7.9, 0.5, 2.7e+02, 1.6e+02
297, -0.829, -0.259, -0.201, 2.87, 0.508, 0.143, 0.393, 0.675, -0.0493, 3.3, 1.6, 0.16, 56, 15, 7.8, 0.44, 2.7e+02, 1.1e+02
297, -0.829, -0.259, -0.204, 2.87, 0.507, 0.143, 0.405, 0.676, -0.0491, 2.8, 1.3, 0.087, 47, 3.5, 1.7, -0.094, 60, 36
297, -0.849, -0.261, -0.202, 2.86, 0.536, 0.145, 0.368, 0.709, -0.0675, 3, 1.5, 0.037, 51, 4, 2, -0.0023, 69, 40
297, -0.854, -0.261, -0.204, 2.86, 0.519, 0.145, 0.35, 0.67, -0.0496, 15, 7.6, 0.84, 2.6e+02, 6, 3.1, 0.12, 1.1e+02, 1.2e+02
297, -0.829, -0.259, -0.203, 2.84, 0.506, 0.143, 0.397, 0.677, -0.049, 15, 7.3, 1.8, 2.5e+02, 3.3, 1.6, 0.078, 57, 1e+02
297, -0.829, -0.259, -0.203, 2.87, 0.508, 0.143, 0.374, 0.675, -0.049, 15, 7.4, 1.5, 2.5e+02, 4.2, 2.1, 0.36, 73, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.507, 0.142, 0.387, 0.674, -0.0505, 15, 7.3, 2.7, 2.5e+02, 15, 8, 0.54, 2.7e+02, 1.7e+02
297, -0.828, -0.259, -0.202, 2.85, 0.507, 0.142, 0.39, 0.676, -0.0492, 13, 6.2, 2.9, 2.2e+02, 15, 7.9, 0.37, 2.7e+02, 1.6e+02
298, -0.83, -0.257, -0.202, 2.87, 0.509, 0.143, 0.366, 0.686, -0.049, 5.1, 2.6, 0.31, 89, 4.2, 2, 0.62, 70, 53
297, -0.829, -0.258, -0.203, 2.86, 0.508, 0.143, 0.363, 0.69, -0.0494, 6.1, 3.1, 0.79, 1.1e+02, 8, 4.2, -0.58, 1.4e+02, 84
297, -0.826, -0.26, -0.202, 2.88, 0.507, 0.142, 0.374, 0.697, -0.0553, 15, 7.2, 2.4, 2.5e+02, 4, 1.9, 0.52, 67, 1.1e+02
297, -0.83, -0.258, -0.204, 2.86, 0.504, 0.141, 0.371, 0.681, -0.0591, 15, 7.7, -2, 2.6e+02, 15, 7.4, -2, 2.6e+02, 1.7e+02
297, -0.834, -0.258, -0.203, 2.85, 0.506, 0.143, 0.394, 0.684, -0.0847, 2.7, 1.3, 0.11, 46, 15, 7.4, 2.3, 2.6e+02, 1e+02
297, -0.84, -0.258, -0.202, 2.85, 0.507, 0.142, 0.444, 0.674, -0.0516, 15, 7.7, -0.57, 2.6e+02, 15, 7.7, 1.6, 2.6e+02, 1.8e+02
297, -0.862, -0.261, -0.201, 2.85, 0.526, 0.143, 0.419, 0.67, -0.0676, 3, 1.4, 0.075, 50, 3.1, 1.5, 0.084, 54, 35
297, -0.849, -0.261, -0.202, 2.85, 0.502, 0.143, 0.393, 0.691, -0.0429, 15, 7.5, 1.5, 2.6e+02, 15, 7.1, 2.9, 2.5e+02, 1.7e+02
297, -0.852, -0.261, -0.203, 2.85, 0.529, 0.144, 0.442, 0.698, -0.0628, 15, 7.8, 1.1, 2.6e+02, 15, 7.5, 1.7, 2.6e+02, 1.7e+02
297, -0.852, -0.4, -0.203, 2.85, 0.529, 0.144, 0.442, 0.698, -0.0628, 1.9, 0.84, 0.028, 30, 1.9, 0.84, -0.027, 30, 20
297, -0.829, -0.259, -0.203, 2.86, 0.507, 0.143, 0.39, 0.679, -0.0493, 15, 7.5, 1.1, 2.6e+02, 3.1, 1.5, 0.061, 52, 1e+02
298, -0.829, -0.259, -0.202, 2.87, 0.506, 0.142, 0.378, 0.69, -0.049, 15, 7.7, 1.4, 2.6e+02, 2.8, 1.3, 0.11, 46, 1e+02
297, -0.83, -0.259, -0.202, 2.87, 0.507, 0.142, 0.403, 0.677, -0.0493, 15, 7.4, -1.4, 2.6e+02, 3.6, 1.8, 0.26, 61, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.508, 0.142, 0.397, 0.676, -0.0492, 15, 7.6, 1.2, 2.6e+02, 8.2, 4.4, -0.058, 1.5e+02, 1.4e+02
298, -0.83, -0.258, -0.201, 2.9, 0.507, 0.142, 0.389, 0.687, -0.0494, 3.9, 2, 0.14, 68, 8.4, 4.2, -1.1, 1.5e+02, 71
297, -0.83, -0.258, -0.201, 2.9, 0.507, 0.142, 0.389, 0.679, -0.0494, 8.3, 4.4, 0.12, 1.5e+02, 4.3, 2.2, 0.028, 76, 75
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.7, 0.52, 2.6e+02, 13, 6.2, 2.9, 2.2e+02, 1.6e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 5.6, 2.9, 0.46, 98, 15, 7.8, -0.24, 2.6e+02, 1.2e+02
297, -0.827, -0.261, -0.202, 2.85, 0.523, 0.145, 0.45, 0.692, -0.0523, 2.8, 1.4, 0.044, 48, 5.1, 2.6, -0.47, 89, 46
297, -0.825, -0.26, -0.201, 2.85, 0.524, 0.143, 0.38, 0.705, -0.0512, 15, 7.4, 1.7, 2.5e+02, 2.7, 1.3, 0.029, 45, 1e+02
297, -0.83, -0.259, -0.201, 2.86, 0.508, 0.143, 0.398, 0.675, -0.049, 10, 4.1, 2.9, 1.5e+02, 15, 7.8, 0.49, 2.7e+02, 1.4e+02
297, -0.829, -0.259, -0.202, 2.84, 0.506, 0.143, 0.366, 0.674, -0.0494, 15, 7.3, 2.4, 2.5e+02, 13, 5.8, 2.8, 2.1e+02, 1.5e+02
297, -0.852, -0.261, -0.203, 2.85, 0.529, 0.144, 0.442, 0.698, -0.0628, 15, 7.8, 0.62, 2.6e+02, 15, 7.9, 0.048, 2.7e+02, 1.8e+02
297, -0.852, -0.261, -0.203, 2.85, 0.529, 0.144, 0.442, 0.698, -0.0628, 3, 1.5, 0.095, 51, 15, 7.7, 1.4, 2.6e+02, 1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 8.1, 3.8, 1.7, 1.4e+02, 15, 7.3, 2.5, 2.5e+02, 1.3e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.9, 1.1, 2.7e+02, 14, 6.5, 2.9, 2.3e+02, 1.7e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.9, 0.38, 2.7e+02, 7.3, 3.8, 0.74, 1.3e+02, 1.3e+02
297, -0.853, -0.26, -0.204, 2.85, 0.526, 0.144, 0.399, 0.703, -0.0475, 15, 7.8, -1.2, 2.7e+02, 3.5, 1.7, 0.18, 60, 1.1e+02
297, -0.85, -0.259, -0.201, 2.85, 0.528, 0.144, 0.45, 0.668, -0.0637, 3.4, 1.7, 0.1, 58, 1.6, -0.12, 0.094, 5.8, 21
297, -0.853, -0.261, -0.203, 2.85, 0.533, 0.144, 0.456, 0.669, -0.0451, 11, 4.8, 2.9, 1.7e+02, 15, 7.7, 0.6, 2.6e+02, 1.5e+02
297, -1, -0.261, -0.203, 2.85, 0.515, 0.143, 0.382, 0.691, -0.0572, 15, 6.7, 1.1, 2.3e+02, 15, 6.9, 0.24, 2.4e+02, 1.6e+02
296, -0.83, -0.258, -0.202, 2.86, 0.508, 0.143, 0.358, 0.681, -0.0491, 15, 7.7, 0.85, 2.6e+02, 15, 7.5, 1.9, 2.6e+02, 1.7e+02
298, -0.829, -0.257, -0.202, 2.87, 0.506, 0.141, 0.395, 0.674, -0.0491, 3.7, 1.8, 0.14, 64, 15, 7.3, 2.5, 2.5e+02, 1.1e+02
297, -0.829, -0.258, -0.201, 2.85, 0.508, 0.142, 0.401, 0.684, -0.0494, 15, 7.7, 1.4, 2.6e+02, 3.3, 1.6, 0.038, 57, 1.1e+02
297, -0.83, -0.258, -0.201, 2.85, 0.53, 0.142, 0.404, 0.669, -0.0493, 3.1, 1.5, 0.26, 52, 5, 2.5, 0.23, 87, 47
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.8, 0.28, 2.7e+02, 10, 5.1, 1.5, 1.8e+02, 1.5e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.9, 0.27, 2.7e+02, 8.8, 4.6, 0.74, 1.6e+02, 1.4e+02
297, -0.856, -0.259, -0.203, 2.85, 0.503, 0.145, 0.426, 0.679, -0.0522, 15, 7.6, 1.4, 2.6e+02, 3.1, 1.5, 0.049, 53, 1e+02
298, -0.849, -0.259, -0.204, 2.85, 0.529, 0.143, 0.457, 0.681, -0.0628, 2.9, 1.4, 0.0035, 50, 7.1, 3.7, 0.36, 1.3e+02, 59
297, -0.843, -0.259, -0.202, 2.85, 0.501, 0.143, 0.449, 0.704, -0.0604, 15, 7.8, 0.0017, 2.6e+02, 15, 7.7, 1.3, 2.6e+02, 1.8e+02
297, -0.848, -0.26, -0.202, 2.85, 0.506, 0.143, 0.439, 0.685, -0.0705, 12, 5.3, 2.9, 1.9e+02, 15, 7.9, -0.12, 2.7e+02, 1.5e+02
297, -0.852, -0.261, -0.203, 2.85, 0.529, 0.144, 0.442, 0.698, -0.0628, 12, 4.9, 2.9, 1.8e+02, 15, 7.8, -0.25, 2.7e+02, 1.5e+02
297, -0.852, -0.261, -0.203, 2.85, 0.529, 0.144, 0.442, 0.698, -0.0628, 3.5, 1.8, 0.034, 61, 15, 7.3, 2.2, 2.5e+02, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.9, 0.78, 2.7e+02, 10, 5.3, 1.3, 1.8e+02, 1.5e+02
297, -0.828, -0.258, -0.201, 2.86, 0.507, 0.142, 0.391, 0.67, -0.0494, 15, 7.8, 0.98, 2.7e+02, 3.2, 1.5, 0.25, 54, 1.1e+02
297, -0.829, -0.258, -0.201, 2.88, 0.507, 0.142, 0.403, 0.67, -0.0494, 15, 7.7, 1.2, 2.6e+02, 2.7, 1.3, 0.14, 45, 1e+02
297, -0.823, -0.259, -0.202, 2.85, 0.532, 0.142, 0.434, 0.668, -0.0453, 15, 7.5, 1.6, 2.6e+02, 2.6, 1.2, 0.13, 43, 1e+02
297, -0.838, -0.258, -0.201, 2.85, 0.527, 0.141, 0.409, 0.701, -0.0678, 7.2, 3.8, 0.22, 1.3e+02, 3.5, 1.7, 0.38, 59, 63
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.9, -0.38, 2.7e+02, 3.6, 1.8, 0.14, 61, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.3, 2.7, 2.5e+02, 15, 7.9, 1, 2.7e+02, 1.7e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 12, 5.9, 1.9, 2e+02, 15, 7.8, 0.65, 2.6e+02, 1.6e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 5.7, 2.9, 0.65, 1e+02, 15, 7.3, 2.2, 2.5e+02, 1.2e+02
298, -0.843, -0.258, -0.202, 2.85, 0.517, 0.143, 0.448, 0.681, -0.0732, 15, 8, 0.68, 2.7e+02, 12, 5.5, 2.8, 2e+02, 1.6e+02
297, -0.849, -0.258, -0.203, 2.85, 0.527, 0.143, 0.446, 0.686, -0.0587, 15, 7.9, 0.82, 2.7e+02, 3, 1.5, 0.11, 51, 1.1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.7, 1.2, 2.6e+02, 12, 6.3, 1.8, 2.2e+02, 1.6e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.7, 0.9, 2.6e+02, 3.1, 1.5, 0.12, 52, 1e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 15, 7.5, 1.1, 2.6e+02, 3, 1.4, 0.19, 49, 1e+02
297, -0.224, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 12, 3, 0.58, 1.1e+02, 9, 2.4, 0.12, 91, 68
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 3.6, 1.8, 0.34, 62, 15, 7.6, 1.2, 2.6e+02, 1.1e+02
297, -0.829, -0.259, -0.202, 2.88, 0.506, 0.144, 0.387, 0.678, -0.049, 3.7, 1.9, 0.068, 64, 15, 7.4, 2.2, 2.6e+02, 1.1e+02
297, -0.83, -0.259, -0.202, 2.86, 0.508, 0.142, 0.389, 0.675, -0.0491, 12, 6.5, 1.1, 2.2e+02, 15, 7.8, -0.63, 2.6e+02, 1.6e+02
297, -0.829, -0.258, -0.203, 2.88, 0.506, 0.14, 0.375, 0.68, -0.0493, 15, 7.3, 1.3, 2.5e+02, 15, 7.8, 0.3, 2.6e+02, 1.7e+02
297, -0.829, -0.258, -0.203, 2.86, 0.508, 0.142, 0.373, 0, -0.0492, 15, 7.4, 0.47, 2.5e+02, 15, 7.4, 0.084, 2.5e+02, 1.7e+02
297, -0.83, -0.259, -0.201, 2.85, 0.506, 0.143, 0.398, 0.675, -0.0493, 2.8, 1.3, 0.1, 46, 15, 7.5, 1.5, 2.6e+02, 1e+02
297, -0.829, -0.259, -0.202, 2.85, 0.507, 0.142, 0.403, 0.675, -0.0494, 12, 5.2, 2.9, 1.9e+02, 15, 7.9, 0.65, 2.7e+02, 1.5e+02
297, -0.829, -0.259, -0.201, 2.85, 0.506, 0.142, 0.398, 0.675, -0.0494, 3.9, 1.9, 0.23, 67, 15, 7.7, -0.04, 2.6e+02, 1.1e+02
298, -0.83, -0.259, -0.202, 2.84, 0.507, 0.142, 0.409, 0.687, -0.0492, 2.8, 1.3, 0.13, 46, 15, 7.6, 1.3, 2.6e+02, 1e+02
297, -0.829, -0.259, -0.202, 2.87, 0.507, 0.141, 0.38, 0.677, -0.0493, 15, 7.6, 1.6, 2.6e+02, 8.9, 4.5, 1.3, 1.6e+02, 1.4e+02
296, -0.83, -0.258, -0.201, 2.87, 0.508, 0.142, 0.397, 0.681, -0.0494, 15, 7.6, 0.24, 2.6e+02, 15, 7.6, 1.4, 2.6e+02, 1.7e+02
297, -0.829, -0.257, -0.202, 1.4, 0.506, 0.141, 0.388, 0.688, -0.0493, 15, 3, -0.71, 1.2e+02, 15, 5.2, -0.26, 1.9e+02, 1e+02
297, -0.822, -0.259, -0.201, 2.85, 0.531, 0.143, 0.386, 0.688, -0.0636, 3.7, 1.8, 0.063, 63, 4.4, 2.2, 0.24, 77, 46
296, -0.852, -0.26, -0.201, 2.85, 0.506, 0.142, 0.436, 0.679, -0.0562, 15, 7.5, 0.83, 2.6e+02, 15, 7.7, 0.42, 2.6e+02, 1.7e+02
