T, A, B, Oc, C, Oj, tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.1, -0.024, 2e+02, 15, 6.2, 0.99, 2e+02, 15, 6, 1.4, 2e+02, 2e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.3, 0.09, 2e+02, 15, 6.2, -0.73, 2e+02, 15, 6.2, -0.46, 2e+02, 2e+02
364, -0.593, -0.0466, -0.0937, 2.79, 0.633, 0.166, 0.379, -0.0378, -0.0631, 2.5, 0.92, -0.23, 31, 2.8, 1.1, -0.17, 36, 2.7, 1, -0.099, 35, 34
286, -0.69, 0.0135, -0.205, 2.92, 0.656, 0.152, 0.347, 0.605, -0.0953, 15, 4.8, -0.35, 1.6e+02, 15, 4.6, 0.032, 1.6e+02, 15, 4.9, 0.19, 1.6e+02, 1.6e+02
293, -0.736, -0.0801, -0.201, 3.25, 0.685, 0.131, 0.323, 0.424, 0.045, 15, 5.2, 0.55, 1.7e+02, 15, 5.4, 1.1, 1.8e+02, 15, 5.5, 0.003, 1.8e+02, 1.8e+02
283, -0.687, -0.0894, -0.196, 3.07, 0.659, 0.188, 0.426, 0.241, 0.0455, 15, 4.8, 0.68, 1.6e+02, 15, 3.9, 1.7, 1.4e+02, 15, 4.6, 1, 1.5e+02, 1.5e+02
299, -0.662, -0.0872, -0.5, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 3.5, 1.1, 1.2e+02, 5, 0.66, 0.098, 26, 13, 2.8, -0.23, 98, 82
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.2, -0.42, 2e+02, 15, 6.1, 0.021, 2e+02, 15, 6.2, -0.43, 2e+02, 2e+02
290, -0.685, -0.0857, -0.125, 2.85, 0.673, 0.154, 0.379, 0.666, -0.00329, 2.8, 1.1, 0.32, 39, 3.6, 1.4, 0.39, 48, 3.8, 1.6, 0.48, 53, 47
291, -0.667, -0.0875, -0.118, 2.96, 0.602, 0.166, 0.485, 0.665, 0.0033, 3.4, 1.6, -0.089, 52, 3, 1.4, -0.11, 45, 4.3, 2, -0.028, 66, 54
291, -0.722, -0.0616, -0.208, 3.32, 0.645, 0.165, 0.374, 0.514, -0.0229, 15, 6.9, 0.48, 2.2e+02, 15, 6.8, -1.2, 2.2e+02, 13, 4.4, -2.8, 1.5e+02, 2e+02
292, -0.796, -0.188, -0.195, 3.29, 0.66, 0.165, 0.352, 0.696, -0.0316, 2, 0.95, 0.018, 32, 2, 0.95, 0.043, 32, 2.1, 0.98, 0.029, 32, 32
349, -0.69, -0.043, -0.145, 2.86, 0.595, 0.163, 0.356, 0.723, 0.5, 15, 3.8, 2.5, 1.4e+02, 15, 4.4, 1.8, 1.5e+02, 15, 3.6, 2.5, 1.3e+02, 1.4e+02
368, -0.652, 0.00209, -0.121, 2.97, 0.655, 0.157, 0.355, 0.289, 0.021, 15, 3.6, 1.5, 1.3e+02, 15, 3.1, -2.1, 1.2e+02, 15, 3.8, -0.84, 1.3e+02, 1.2e+02
294, -0.651, -0.0869, -0.123, 2.86, 0.63, 0.149, 0.332, 0.662, 0.5, 15, 3.1, -1.9, 1.1e+02, 15, 3.4, 1.7, 1.2e+02, 15, 3.4, 1.6, 1.2e+02, 1.2e+02
293, -0.804, -0.0868, -0.121, 2.86, 0.633, 0.154, 0.4, 0.651, -0.0219, 2.7, 1.1, 0.26, 37, 2.8, 1.2, 0.29, 41, 3, 1.2, 0.36, 42, 40
293, -0.614, -0.06, -0.115, 2.27, 0.689, 0.165, 0.387, 0.52, -0.0846, 15, 5.7, 1.5, 1.9e+02, 15, 5.6, 2, 1.9e+02, 1.2, 0.58, 0.055, 20, 1.3e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0, 0, 15, 5.3, -0.87, 1.8e+02, 15, 5.5, 1.2, 1.8e+02, 15, 5.7, 0.32, 1.9e+02, 1.8e+02
299, -0.473, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 4, -0.69, 1.4e+02, 15, 4.1, 1.3, 1.4e+02, 15, 4.4, 0.54, 1.5e+02, 1.4e+02
358, -0.656, -0.0157, -0.183, 2.81, 0.639, 0.168, 0.338, 0.557, -0.00255, 15, 6.2, -0.53, 2e+02, 14, 4.5, -2.8, 1.6e+02, 15, 6, 0.47, 2e+02, 1.8e+02
351, -0.632, -0.0179, -0.183, 2.94, 0.632, 0.167, 0.341, 0.204, -0.0746, 15, 4.9, -2, 1.7e+02, 13, 3.9, -2.8, 1.4e+02, 9.8, 1.8, 2.8, 81, 1.3e+02
288, -0.637, -0.0858, -0.121, 2.81, 0.688, 0.163, 0.373, 0.87, 0.000159, 15, 6.3, 1.3, 2.1e+02, 15, 5.5, -2.5, 1.9e+02, 15, 6.4, 0.92, 2.1e+02, 2e+02
291, -0.686, -0.0864, -0.112, 2.7, 0.555, 0.174, 0.374, 0.653, 0.00025, 15, 4.7, -2.1, 1.6e+02, 15, 5.8, -0.29, 1.9e+02, 15, 5.9, -0.34, 1.9e+02, 1.8e+02
348, -0.663, -0.0788, -0.192, 2.79, 0.638, 0.173, 0.347, 0.505, -0.00811, 15, 5.7, -0.64, 1.9e+02, 15, 4.8, 2.2, 1.6e+02, 15, 4.9, 2.5, 1.7e+02, 1.7e+02
344, -0.663, -0.117, -0.141, 2.98, 0.638, 0.16, 0.339, 0.382, -0.00756, 2.6, 1.1, 0.054, 35, 2.7, 1.1, 0.009, 35, 2.7, 1.1, -0.0031, 36, 35
288, -0.775, -0.104, -0.233, 3.5, 0.659, 0.15, 0.295, 0.653, -0.0357, 10, 2, 2.8, 84, 11, 2, 2.8, 88, 9.8, 1.3, 2.8, 69, 80
295, -0.763, -0.137, -0.164, 3.05, 0.659, 0.153, 0.487, 0.661, -0.0316, 2.7, 1.3, 0.19, 42, 2.8, 1.3, 0.11, 43, 2.7, 1.2, 0.28, 40, 41
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6, 0.85, 2e+02, 15, 5.9, 1.8, 1.9e+02, 15, 6.2, -0.13, 2e+02, 2e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.2, 0.22, 2e+02, 15, 6.2, 0.13, 2e+02, 15, 6.2, -0.65, 2e+02, 2e+02
297, -0.663, -0.0654, -0.133, 3.3, 0.609, 0.172, 0.384, 0.455, -0.00262, 15, 7.3, 0.13, 2.3e+02, 13, 4.9, -2.8, 1.7e+02, 15, 7.2, 0.2, 2.3e+02, 2.1e+02
321, -0.649, -0.02, -0.22, 2.51, 0.678, 0.169, 0.382, 0.447, 0.00239, 15, 3.5, -1, 1.2e+02, 15, 3.6, 0.96, 1.3e+02, 15, 3.7, 0.81, 1.3e+02, 1.3e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6, 0.44, 2e+02, 15, 6.1, 0.8, 2e+02, 15, 6, 0.92, 2e+02, 2e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.1, 0.57, 2e+02, 15, 6.1, -0.75, 2e+02, 15, 6.2, -0.34, 2e+02, 2e+02
313, -0.65, -0.0273, -0.217, 2.71, 0.712, 0.167, 0.324, 0.499, 0.00816, 14, 2.4, 2.8, 1e+02, 15, 3.4, 1.8, 1.2e+02, 15, 3.8, 2.1, 1.4e+02, 1.2e+02
339, -0.585, -0.0759, -0.172, 2.72, 0.7, 0.166, 0.386, 0.495, -0.00448, 15, 3.7, -2.4, 1.4e+02, 15, 4.5, -1.2, 1.5e+02, 15, 4.5, 1.1, 1.5e+02, 1.5e+02
298, -0.728, -0.0975, -0.0913, 2.83, 0.629, 0.169, 0.366, 0.467, -0.0807, 2.1, 1, 0.025, 33, 2.1, 0.97, -0.011, 32, 2.1, 0.96, 0.082, 32, 33
298, -0.742, -0.138, -0.104, 2.72, 0.629, 0.174, 0.372, 0.477, -0.000382, 2, 0.88, 0.017, 29, 2, 0.88, 0.062, 29, 2, 0.89, 0.041, 30, 29
297, -0.664, -0.0866, -0.138, 2.88, 0.607, 0.149, 0.365, 0.681, 0.000738, 15, 4.5, 2.8, 1.6e+02, 15, 4.1, 1.8, 1.4e+02, 15, 5.5, 1.1, 1.8e+02, 1.6e+02
298, -0.664, -0.063, -0.125, 3.37, 0.654, 0.165, 0.376, 0.466, -0.00341, 2.4, 1.1, 0.11, 37, 6.2, 3, 0.49, 97, 15, 6.9, 2.1, 2.3e+02, 1.2e+02
292, -0.635, -0.113, -0.251, 3.31, 0.676, 0.162, 0.365, 0.593, 0.0103, 15, 6.9, -1.4, 2.2e+02, 15, 6.8, -1.9, 2.2e+02, 15, 7.2, 0.21, 2.3e+02, 2.3e+02
291, -0.636, -0.12, -0.219, 3.4, 1.53, 0.166, 0.37, 1.12, -0.0656, 0.55, 0.28, -0.016, 10, 0.55, 0.29, -0.02, 10, 0.55, 0.3, -0.015, 10, 10
302, -0.676, -0.0919, -0.125, 2.93, 0.541, 0.165, 0.332, 0.666, -0.00133, 3.4, 1.4, 0.42, 46, 13, 4.5, 2.8, 1.6e+02, 10, 3.3, 2.8, 1.2e+02, 1.1e+02
292, -0.675, -0.0873, -0.128, 3.02, 0.611, 0.5, 0.385, 0.666, -0.00153, 2.2, -0.0061, -0.023, 3.4, 2, 0.086, 0.033, 5.6, 2.3, 0.0019, -0.047, 3.8, 4.3
299, -0.662, -0.0884, -0.12, 2.8, 0.643, 0.155, 0.366, 0.691, 0.0301, 15, 6.2, -0.53, 2e+02, 15, 6.1, 0.52, 2e+02, 15, 6.1, 0.77, 2e+02, 2e+02
300, -0.661, -0.0882, -0.119, 2.79, 0.634, 0.155, 0.367, 0.604, 0.0326, 15, 6.1, -0.29, 2e+02, 15, 6.2, 0.2, 2e+02, 15, 6.2, -0.79, 2e+02, 2e+02
297, -0.662, -0.0896, -0.135, 3.3, 0.613, 0.178, 0.372, 0.702, -0.00228, 2.7, 1.2, 0.037, 40, 3.5, 1.7, 0.024, 55, 2.8, 1.3, 0.13, 43, 46
299, -0.663, -0.0879, -0.131, 3.35, 0.611, 0.179, 0.37, 0.696, -0.00131, 3, 1.3, 0.12, 44, 2.7, 1.2, 0.13, 40, 2.8, 1.3, 0.059, 43, 42
305, -0.672, -0.0631, -0.112, 3.06, 0.62, 0.175, 0.381, 0.487, -0.00117, 2.8, 1.1, -0.083, 38, 2.9, 1.2, -0.11, 41, 3, 1.3, -0.15, 42, 40
292, -0.61, -0.0606, -0.112, 2.72, 0.602, 0.163, 0.388, 0.528, 0.01, 15, 6.5, 1.1, 2.1e+02, 15, 6.6, -0.02, 2.1e+02, 15, 6.7, 0.34, 2.2e+02, 2.1e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 13, 3.9, -2.8, 1.4e+02, 15, 6.2, 0.096, 2e+02, 15, 6.1, 0.74, 2e+02, 1.8e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.1, -1, 2e+02, 15, 6.2, 0.18, 2e+02, 15, 6.2, -0.42, 2e+02, 2e+02
300, -0.717, -0.158, -0.217, 2.88, 0.634, 0.17, 0.372, 0.737, 0.000127, 2.4, 1.1, 0.016, 37, 2.6, 1.2, 0.037, 40, 2.3, 1.1, 0.002, 35, 37
299, -0.771, -0.0674, -0.185, 2.8, 0.634, 0.163, 0.364, 0.667, 0.00173, 9.2, 1.3, 2.8, 68, 9.4, 0.68, 2.8, 53, 9.8, 0.93, 2.8, 59, 60
296, -0.705, -0.0784, -0.15, 2.81, 0.659, 0.131, 0.335, 0.394, 0.0583, 15, 5.8, 0.13, 1.9e+02, 15, 5.6, 1.1, 1.9e+02, 15, 5.8, 0.29, 1.9e+02, 1.9e+02
297, -0.63, -0.0757, -0.171, 2.96, 0.654, 0.149, 0.355, 1.08, 0.0594, 15, 4.9, 1.8, 1.7e+02, 15, 4.4, 2.6, 1.6e+02, 15, 5.3, -0.22, 1.7e+02, 1.7e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 4.7, 2, 0.29, 66, 15, 5.4, 2.1, 1.8e+02, 15, 6.1, -0.7, 2e+02, 1.5e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.1, -0.94, 2e+02, 15, 6.3, 0.39, 2e+02, 15, 6.1, -0.63, 2e+02, 2e+02
288, -0.683, -0.0915, -0.118, 2.85, 0.56, 0.166, 0.414, 0.662, -0.00423, 15, 5.9, 0.017, 1.9e+02, 15, 5.9, 0.73, 1.9e+02, 15, 4.5, -2.5, 1.6e+02, 1.8e+02
298, -0.654, -0.09, -0.124, 2.88, 0.578, 0.165, 0.404, 0.665, -0.00355, 8.7, 1, 2.8, 60, 9.3, 2, 2.8, 86, 8.7, 1.5, 2.8, 72, 72
293, -0.654, -0.0893, -0.13, 2.7, 0.691, 0.169, 0.476, 0.692, 0.0224, 2.3, 1, 0.074, 34, 2.3, 1, 0.1, 34, 2.5, 1.1, 0.13, 35, 35
293, -0.647, -0.079, -0.128, 2.6, 0.647, 0.164, 0.438, 0.488, -0.0207, 15, 6.5, 0.47, 2.1e+02, 15, 6.6, -0.68, 2.1e+02, 15, 6.6, 0.73, 2.1e+02, 2.1e+02
298, -0.693, -0.0861, -0.193, 2.32, 0.659, 0.153, 0.381, 0.467, -0.00463, 15, 5.6, 0.4, 1.8e+02, 15, 5.6, -0.0067, 1.9e+02, 15, 5.4, 1.6, 1.8e+02, 1.8e+02
300, -0.65, -0.0874, -0.146, 2.9, 0.702, 0.147, 0.386, 0.43, -0.0514, 15, 5.2, 0.61, 1.7e+02, 15, 6.3, -0.023, 2e+02, 15, 5.5, -0.27, 1.8e+02, 1.9e+02
299, -0.769, -0.125, -0.261, 2.83, 0.64, 0.157, 0.367, 0.494, -0.00138, 15, 5.3, -0.91, 1.8e+02, 15, 5.4, 2.8, 1.8e+02, 15, 6.2, 0.17, 2e+02, 1.9e+02
298, -0.663, -0.111, -0.248, 2.8, 0.632, 0.17, 0.368, 0.68, -6.35e-05, 15, 7.5, 0.17, 2.4e+02, 15, 7.3, 0.018, 2.4e+02, 15, 7.2, -1.3, 2.3e+02, 2.4e+02
299, -0.661, -0.112, -0.0759, 2.88, 0.638, 0.165, 0.365, 0.671, -4.5e-07, 2, 0.87, 0.14, 29, 2.1, 0.86, 0.17, 29, 2.2, 0.91, 0.095, 31, 30
299, -0.663, -0.098, -0.292, 2.9, 0.638, 0.169, 0.368, 0.666, 1.95e-05, 15, 6.5, -0.71, 2.1e+02, 15, 6.4, -1.1, 2.1e+02, 15, 6.4, 0.6, 2.1e+02, 2.1e+02
294, -0.613, -0.0847, -0.126, 2.84, 0.656, 0.158, 0.367, 0.865, 0.0687, 3.4, 1.3, 0.49, 43, 4.1, 1.6, 0.43, 54, 5, 1.8, 0.9, 63, 53
294, -0.589, -0.073, -0.12, 2.76, 0.644, 0.153, 0.367, 0.624, -0.0243, 9.6, 1.7, 2.8, 78, 9.4, 1.2, 2.8, 65, 9.2, 1.1, 2.8, 62, 68
293, -0.731, -0.127, -0.275, 3.36, 0.676, 0.164, 0.369, 0.623, 0.00566, 15, 7.7, 0.8, 2.5e+02, 12, 5, -2.8, 1.7e+02, 15, 7.7, 0.61, 2.5e+02, 2.2e+02
292, -0.767, -0.123, -0.269, 3.32, 0.681, 0.165, 0.343, 0.365, -0.000606, 15, 7.5, -0.58, 2.4e+02, 15, 7.8, 0.0033, 2.5e+02, 15, 7.5, -0.35, 2.4e+02, 2.4e+02
287, -0.729, -0.124, -0.237, 2.93, 0.666, 0.175, 0.344, 0.799, -0.00099, 15, 5.5, -0.27, 1.8e+02, 15, 4.8, -2.2, 1.6e+02, 15, 5, -1.9, 1.7e+02, 1.7e+02
299, -0.701, -0.135, -0.182, 2.73, 0.652, 0.17, 0.359, 0.44, 0.0413, 2.4, 1.1, -0.15, 36, 2.3, 1, -0.033, 35, 2.3, 1.1, -0.065, 35, 35
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 5.7, 1.4, 1.9e+02, 15, 6.2, -0.51, 2e+02, 11, 4.6, -0.64, 1.5e+02, 1.8e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 5.8, -1.2, 1.9e+02, 3.2, 1.4, 0.058, 45, 15, 6.1, -0.09, 2e+02, 1.4e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.2, 0.2, 2e+02, 15, 6.2, -0.054, 2e+02, 15, 6.1, 0.5, 2e+02, 2e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.2, -0.86, 2e+02, 15, 6.2, 0.29, 2e+02, 15, 6.1, 0.47, 2e+02, 2e+02
292, -0.61, -0.0606, -0.112, 2.64, 0.602, 0.163, 0.388, 0.528, 0.01, 15, 6.5, -0.31, 2.1e+02, 15, 5.7, -2.2, 1.9e+02, 15, 6.5, -0.43, 2.1e+02, 2.1e+02
297, -0.661, -0.094, -0.131, 3.19, 0.635, 0.155, 0.362, 0.676, 0.000914, 15, 5.9, -0.2, 1.9e+02, 15, 6.1, 0.41, 2e+02, 15, 6, 0.62, 2e+02, 2e+02
297, -0.664, -0.082, -0.116, 3.28, 0.601, 0.151, 0.377, 0.481, -0.000267, 15, 6, -0.31, 2e+02, 15, 5.4, 1.9, 1.8e+02, 15, 6, 0.31, 2e+02, 1.9e+02
300, -0.713, -0.108, -0.153, 3.2, 0.633, 0.182, 0.348, 0.751, 0.0362, 2.5, 1.1, 0.093, 37, 2.2, 1, 0.019, 34, 2.5, 1.2, 0.11, 39, 37
286, -0.638, -0.106, -0.169, 2.84, 0.664, 0.162, 0.347, 0.624, 0.0248, 15, 5.6, 1.2, 1.8e+02, 15, 4.2, -2.5, 1.5e+02, 15, 5.6, 0.77, 1.8e+02, 1.7e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 13, 3.9, -2.8, 1.4e+02, 15, 6.1, -0.36, 2e+02, 15, 6.2, -0.64, 2e+02, 1.8e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 6.4, 2.7, 0.29, 88, 15, 6, 0.54, 2e+02, 15, 6.1, 0.95, 2e+02, 1.6e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 4.5, 1.9, -0.00018, 63, 15, 6.1, -0.2, 2e+02, 15, 6.3, 0.16, 2e+02, 1.6e+02
301, -0.65, -0.0814, -0.0757, 3.14, 0.647, 0.162, 0.366, 0.674, 0.00897, 2.2, 0.89, 0.021, 30, 2.2, 0.91, 0.032, 30, 2.2, 0.91, 0.063, 31, 30
298, -0.622, -0.0931, -0.251, 3.14, 0.687, 0.154, 0.365, 0.69, 0.00945, 15, 4.2, 1.8, 1.4e+02, 15, 4.4, 0.86, 1.5e+02, 15, 4.3, 0.096, 1.5e+02, 1.5e+02
295, -0.663, -0.0571, -0.219, 3.21, 0.742, 0.164, 0.384, 0.544, -0.055, 15, 7.1, -0.42, 2.3e+02, 15, 7.1, 0.41, 2.3e+02, 11, 3.9, -2.7, 1.4e+02, 2e+02
296, -0.668, -0.0568, -0.212, 3.28, 0.785, 0.164, 0.392, 0.388, -0.0264, 15, 7.2, 1.2, 2.3e+02, 1.5, 0.74, -0.023, 25, 15, 7.3, 0.37, 2.3e+02, 1.6e+02
297, -0.799, -0.129, -0.0781, 3.09, 0.632, 0.152, 0.365, 0.67, -0.0104, 2.2, 0.92, -0.13, 31, 2.4, 1, -0.00027, 34, 2.3, 1, 0.056, 33, 33
291, -0.675, -0.0964, -0.0854, 3.05, 0.635, 0.151, 0.372, 0.656, -0.0127, 2.5, 1, 0.22, 34, 2.5, 1.1, 0.14, 36, 2.5, 1.1, 0.19, 36, 35
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 5.9, -0.37, 1.9e+02, 15, 6, 1.2, 2e+02, 15, 6.2, -0.061, 2e+02, 2e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6, -1.5, 2e+02, 15, 6.1, 1.3, 2e+02, 15, 6.1, 0.13, 2e+02, 2e+02
289, -0.702, -0.104, -0.229, 2.72, 0.645, 0.153, 0.345, 0.568, 0.0358, 13, 1.6, 2.8, 78, 13, 1.7, 2.8, 81, 13, 1.5, 2.8, 77, 79
295, -0.656, -0.0725, -0.191, 3.28, 0.643, 0.152, 0.362, 0.484, 0.0509, 11, 1.4, 2.8, 71, 11, 1.6, 2.8, 77, 11, 1.5, 2.8, 73, 74
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.1, 0.8, 2e+02, 15, 6.1, 0.49, 2e+02, 15, 6.2, -0.82, 2e+02, 2e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.2, -0.16, 2e+02, 15, 6.2, 0.019, 2e+02, 15, 6, 1.2, 2e+02, 2e+02
294, -0.673, -0.13, -0.191, 3.31, 0.652, 0.156, 0.342, 0.764, 0.031, 3.2, 1.4, 0.36, 47, 9.2, 2.1, 2.8, 87, 9, 1.7, 2.8, 77, 70
302, -0.627, -0.142, -0.22, 3.03, 2, 0.156, 1, 0.685, 0.0369, 0.55, 0.29, -0.0028, 10, 0.55, 0.31, -0.001, 11, 0.55, 0.31, -0.0024, 11, 11
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 9, 3.8, 0.31, 1.2e+02, 15, 5.7, -1.5, 1.9e+02, 15, 6, 1, 2e+02, 1.7e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.1, 0.37, 2e+02, 15, 6.1, 0.62, 2e+02, 15, 6.2, 0.17, 2e+02, 2e+02
291, -0.671, -0.0752, -0.169, 3.1, 0.643, 0.159, 0.32, 0.424, 0.0505, 15, 6.8, -0.4, 2.2e+02, 12, 4.2, -2.7, 1.5e+02, 15, 6.8, -0.52, 2.2e+02, 2e+02
294, -0.773, -0.1, -0.124, 2.39, 0.655, 0.17, 0.316, 0.496, 0.062, 15, 2.5, -2, 98, 15, 4, -1.2, 1.4e+02, 15, 3.3, -1.7, 1.2e+02, 1.2e+02
291, -0.62, -0.0879, -0.24, 2.73, 0.798, 0.164, 0.384, 0.441, 0.00788, 15, 5.8, -2.5, 1.9e+02, 15, 6.7, 0.71, 2.2e+02, 1.4, 0.65, -0.022, 22, 1.4e+02
297, -0.606, -0.0772, -0.201, 2.41, 0.536, 0.164, 0.377, 0.397, -0.02, 15, 5.4, 0.92, 1.8e+02, 15, 5.6, -0.13, 1.8e+02, 15, 5.4, -0.49, 1.8e+02, 1.8e+02
286, -0.742, -0.117, -0.209, 3.3, 0.655, 0.154, 0.365, 0.666, 0.00607, 15, 6.6, -0.26, 2.1e+02, 15, 6.1, -2, 2e+02, 15, 6, -1.3, 2e+02, 2e+02
295, -0.752, -0.157, -0.283, 3.36, 0.68, 0.16, 0.337, 0.639, -0.0444, 9.4, 2.4, 2.8, 97, 9.4, 0.7, 2.8, 53, 9.3, 1, 2.8, 60, 70
296, -0.664, -0.0646, -0.13, 2.92, 0.622, 0.167, 0.369, 0.721, 0.0218, 3, 1.4, 0.036, 45, 15, 6.8, -0.25, 2.2e+02, 15, 6.8, -1.2, 2.2e+02, 1.6e+02
300, -0.663, -0.0799, -0.288, 2.83, 0.645, 0.168, 0.383, 0.693, 0.0177, 15, 4.2, -0.83, 1.4e+02, 15, 3.6, 0.82, 1.2e+02, 15, 1.6, 1.9, 74, 1.1e+02
296, -0.641, -0.0942, -0.0997, 2.81, 0.691, 0.165, 0.373, 0.705, -0.000164, 2, 0.9, 0.043, 30, 2, 0.9, 0.061, 30, 2, 0.9, 0.087, 30, 30
290, -0.64, -0.0816, -0.0725, 2.8, 0.643, 0.166, 0.374, 0.814, 4.65e-06, 2.2, 0.94, 0.1, 32, 2.2, 0.93, 0.13, 31, 2.2, 0.92, 0.076, 31, 31
289, -0.747, -0.104, -0.278, 2.88, 0.589, 0.152, 0.392, 0.668, -0.0502, 12, 0.7, 2.8, 56, 12, 1.4, 2.8, 72, 12, 1.7, 2.8, 80, 69
292, -0.824, -0.141, -0.274, 3.25, 0.62, 0.167, 0.346, 0.556, -0.0371, 15, 7.4, 0.59, 2.4e+02, 15, 7.4, 0.41, 2.4e+02, 15, 7.4, 0.41, 2.4e+02, 2.4e+02
297, -1, -0.0894, -0.128, 2.94, 0.581, 0.158, 0.406, 0.665, -0.00816, 5.4, 1.9, 1.3, 66, 5.3, 1.9, 1.2, 68, 3.7, 1.4, 0.63, 49, 61
299, -0.679, -0.0878, -0.124, 2.89, 0.593, 0.154, 0.391, 0.663, -0.00909, 15, 5.7, 2, 1.9e+02, 15, 6.3, 0.31, 2.1e+02, 15, 6.2, 0.68, 2e+02, 2e+02
288, -0.666, -0.178, -0.17, 3.19, 0.692, 0.149, 0.341, 0.17, -0.00474, 2.3, 0.96, 0.21, 32, 2.3, 0.95, 0.22, 32, 2.3, 0.95, 0.17, 32, 32
288, -0.697, -0.147, -0.2, 2.88, 0.675, 0.166, 0.356, 0.912, -0.0335, 15, 5.7, 2.8, 1.9e+02, 15, 6.7, 0.051, 2.2e+02, 14, 5.1, -2.8, 1.8e+02, 1.9e+02
291, -0.63, -0.129, -0.203, 3.29, 0.678, 0.172, 0.385, 0.334, 0.0752, 2.9, 1.3, 0.14, 44, 2.6, 1.2, 0.14, 39, 3.2, 1.5, 0.035, 48, 43
288, -0.728, -0.156, -0.202, 3.31, 0.736, 0.172, 0.362, 0.313, -0.022, 2.2, 0.98, 0.086, 33, 2.2, 1, -0.033, 33, 2.3, 1, 0.021, 35, 34
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 5.6, 1.7, 1.9e+02, 15, 6.1, 0.96, 2e+02, 15, 6.2, 0.44, 2e+02, 2e+02
286, -0.671, -0.143, -0.198, 2.81, 0.643, 0.176, 0.375, 0.393, 0.00834, 15, 5.3, -0.42, 1.7e+02, 15, 4.7, -1.3, 1.6e+02, 15, 5, -1.2, 1.7e+02, 1.7e+02
299, -0.529, -0.0997, -0.199, 3.32, 0.675, 0.176, 0.377, 0.412, 0.0467, 15, 6.6, -1.6, 2.2e+02, 14, 5.7, -2.7, 1.9e+02, 15, 6.9, -0.58, 2.2e+02, 2.1e+02
291, -0.671, -0.0891, -0.123, 2.87, 0.659, 0.167, 0.475, 0.664, -0.00861, 2.8, 1.2, -0.17, 40, 2.8, 1.2, 0.1, 41, 2.5, 1.1, 0.1, 38, 40
298, -0.685, -0.0856, -0.125, 3.1, 0.536, 0.162, 0.378, 0.661, -0.00424, 9, 1.8, 2.8, 80, 8.5, 0.64, 2.8, 51, 9.1, 0.1, 2.8, 40, 57
293, -0.607, -0.0764, -0.113, 2.58, 0.616, 0.157, 0.392, 0.5, 0.00164, 10, 1.7, 2.8, 79, 10, 1.6, 2.8, 76, 10, 1.6, 2.8, 76, 77
