T, A, B, Oc, C, Oj, tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
369, -0.186, -0.469, -0.535, 0.354, 0.125, 0.126, 0.474, 0.0887, 0.0784, 0.5, -0.33, -0.0026, 4.8, 0.5, -0.34, -0.0026, 4.9, 0.5, -0.34, -0.0023, 4.9, 4.9
321, -0.911, -0.0209, -0.353, 1.59, 0.135, -0.0101, 0.466, 0.132, 0.111, 0.6, -0.35, 0.0052, 5.1, 0.6, -0.35, 0.005, 5.1, 0.6, -0.35, 0.005, 5.1, 5.1
386, -0.496, 0.0608, -0.136, 0.413, 0.611, 0.253, 0.459, -0.0973, 0.108, 5.2, 0.49, -0.3, 22, 1.6, -0.2, -0.1, 4.9, 13, 0.43, 0.47, 29, 19
374, -0.43, -0.105, -0.216, 1.93, 0.595, 0.243, 0.386, 0.285, 0.121, 7.1, 0.82, -1.3, 40, 8.4, 0.75, -1.4, 40, 6.5, 0.44, -1.2, 29, 36
496, -0.414, -0.0582, -0.117, 1.11, -0.074, 0.435, 0.00464, 0.331, 0.391, 1.2, -0.27, 0.17, 5.4, 1, -0.28, 0.16, 5.3, 1, -0.28, 0.18, 5.4, 5.3
475, -0.822, -0.373, -0.113, 1.01, -0.401, 0.434, 0.266, -0.0423, 0.193, 0.52, -0.35, -0.023, 5, 0.52, -0.34, -0.022, 5, 0.52, -0.35, -0.023, 5, 5
513, -0.563, -0.118, 0.00315, 1.25, 0.144, 0.258, 0.49, 0.301, 0.131, 3.9, 0.24, 0.37, 14, 4.6, 0.58, -0.19, 23, 4.1, 0.19, 0.46, 14, 17
515, -0.957, -0.0967, -0.172, 1.24, 0.22, 0.399, 0.288, 0.929, 0.182, 3.5, 0.15, -0.38, 12, 3.2, 0.24, 0.23, 12, 2.9, -0.097, 0.23, 6.4, 10
316, -0.173, -0.0692, -0.616, 0.723, 0.397, 0.326, 0.552, -0.023, 0.0298, 0.52, -0.32, 0.016, 4.7, 0.52, -0.32, 0.013, 4.8, 0.52, -0.33, 0.016, 4.8, 4.8
295, -0.847, -0.101, -0.203, 0.872, 1.04, 0.252, 0.541, 0.301, 0.0295, 0.73, 0.36, -0.018, 12, 0.73, 0.34, 0.011, 12, 0.73, 0.35, -0.0081, 12, 12
392, -0.767, -0.14, -0.214, 0.662, 1.51, 0.262, 0.64, 0.302, -0.0777, 0.55, 0.29, -0.02, 10, 0.55, 0.3, -0.026, 11, 0.55, 0.29, -0.024, 10, 10
382, -0.778, -0.257, -0.423, 0.2, 1.81, 0.254, 0.621, 0, 0.543, 0.5, 0.29, -0.026, 10, 0.5, 0.29, -0.024, 10, 0.5, 0.29, -0.023, 10, 10
498, -0.597, -0.221, -0.273, 0.27, 1.36, 0.0416, 0.15, 0.419, 0.162, 0.57, 0.33, -0.0017, 12, 0.57, 0.33, -0.0017, 11, 0.57, 0.33, -0.0002, 11, 11
515, -0.642, -0.0871, -0.0717, 0.813, 0.957, 0.0851, 0.52, 0.425, 0.114, 0.7, 0.35, 0.0046, 12, 0.8, 0.38, -0.037, 13, 0.73, 0.36, 0.00043, 12, 13
296, -0.434, -0.101, -0.0756, 0.638, 0.179, 0.282, 0.278, 1.39, -0.073, 2.5, -0.03, 0.0053, 3.8, 2.3, 0.32, -0.085, 13, 1.8, -0.082, 0.034, 3.7, 6.8
303, -0.265, -0.136, -0.0329, 0.454, 0.179, 0.215, 0.203, 0.581, -0.054, 2.9, 0.4, -0.21, 16, 3.5, 0.3, -0.27, 15, 4, 0.061, -0.096, 7.3, 13
401, -0.766, 0.00531, -0.384, 1.31, 0.895, 0.384, 0.0405, 0.22, 0.528, 1, 0.43, 0.077, 15, 0.93, 0.4, 0.068, 14, 0.93, 0.42, 0.065, 14, 14
526, -0.604, -0.28, -0.482, 1.24, 1.1, 0.425, 0.297, 0.426, 0.331, 0.75, 0.42, 0.032, 14, 0.73, 0.41, 0.027, 14, 0.73, 0.41, 0.029, 14, 14
608, -0.89, -0.28, -0.485, 1.17, 0.941, 0.0764, 0.461, 0.87, 0.082, 1.1, 0.37, -0.06, 13, 1.6, -0.032, -0.38, 6.4, 1.7, 0.095, -0.39, 8.6, 9.4
639, -0.973, -0.475, -0.473, 1.19, 0.259, 0.247, 0.696, 0.841, 0.0707, 0.55, -0.32, -0.024, 4.8, 0.55, -0.33, -0.025, 4.8, 0.55, -0.33, -0.025, 4.9, 4.8
265, -0.48, -0.1, -0.381, 0.875, -0.366, 0.349, -0.0326, 0.2, -0.0202, 0.47, -0.34, 0.017, 4.9, 0.47, -0.34, 0.017, 4.9, 0.47, -0.34, 0.021, 4.9, 4.9
283, -0.485, -0.171, -0.399, 0.902, -0.288, 0.351, 0.836, 0.0929, 0.218, 0.47, -0.34, -0.0027, 4.9, 0.47, -0.34, -0.0015, 4.9, 0.47, -0.35, -0.0035, 4.9, 4.9
451, -0.418, 0.00554, -0.165, 0.622, 0.538, 0.409, 0.287, 0.837, 0.39, 5.6, -0.096, -0.22, 9, 13, -0.06, 0.2, 16, 9.3, 0.6, 0.33, 29, 18
145, -0.357, 0.00252, -0.196, 0.686, 1.36, 0.498, 0.555, 0.845, 0.27, 0.55, 0.29, -0.011, 10, 0.55, 0.3, -0.018, 11, 0.55, 0.3, -0.016, 11, 11
596, -0.273, -0.179, -0.424, 0.788, 1.14, 0.355, 0.613, 0.00776, 0.665, 0.68, 0.4, 0.023, 14, 0.68, 0.39, 0.028, 13, 0.68, 0.4, 0.022, 14, 14
439, -0.199, -0.18, -0.44, 0.406, 1.94, 0.255, 0.615, 0.21, -0.067, 0.52, 0.31, -0.0092, 11, 0.52, 0.31, -0.011, 11, 0.52, 0.31, -0.008, 11, 11
209, -0.597, -0.162, -0.487, 0.642, 1.57, 0.262, 0.374, 0.703, 0.0915, 0.52, 0.3, -0.042, 11, 0.52, 0.3, -0.03, 11, 0.52, 0.3, -0.044, 10, 11
211, -0.612, -0.346, -0.314, 0.634, 1.43, 0.263, 0.818, 0.602, 0.0737, 0.55, 0.31, -0.021, 11, 0.55, 0.3, -0.0046, 10, 0.55, 0.3, -0.038, 11, 11
409, -0.563, -0.0637, -0.48, 1.32, 1.17, 0.396, 0.093, 0.293, 0.566, 0.7, 0.38, 0.075, 13, 0.7, 0.39, 0.088, 13, 0.7, 0.38, 0.077, 13, 13
416, -0.802, -0.00346, -0.43, 1.34, 0.86, 0.376, 0.22, 0.431, 0.553, 4.8, 0.38, -0.32, 18, 7.4, 0.5, -0.27, 24, 3.3, 0.52, 0.34, 21, 21
515, -0.642, -0.0871, -0.0717, 0.813, 0.957, 0.0851, 0.52, 0.425, 0.114, 0.75, 0.37, -0.0087, 13, 0.75, 0.37, -0.0065, 13, 0.73, 0.36, -0.0045, 12, 13
515, -0.642, -0.0871, -0.0717, 0.813, 0.957, 0.0851, 0.52, 0.425, 0.114, 0.73, 0.35, 0.0017, 12, 0.8, 0.37, -0.033, 13, 0.73, 0.36, 0.00074, 12, 12
653, -0.444, 0.0155, -0.0826, 1.14, 0.187, -0.00772, 0.598, 0.208, 0.29, 6.8, -0.93, 0.069, 17, 6.8, -0.25, 0.41, 13, 7.2, -0.18, 0.23, 11, 14
456, -0.729, -0.352, -0.0915, 1.33, 0.421, 0.261, 0.654, 0.294, 0.237, 3.1, 0.37, 0.37, 17, 2.3, 0.52, -0.02, 19, 2.8, 0.095, 0.54, 11, 16
190, -0.577, -0.0694, -0.139, 0.392, 0.815, 0.383, 0.369, 0.264, 0.229, 0.75, 0.31, -0.056, 11, 0.73, 0.29, -0.055, 11, 0.73, 0.31, -0.059, 11, 11
215, -0.396, -0.0168, -0.245, 0.943, 0.598, 0.401, 0.375, 0.247, 0.5, 1.7, 0.14, 0.053, 6.9, 2.9, -0.62, -0.034, 10, 3.1, -0.19, 0.056, 6.1, 7.7
407, -0.98, -0.22, -0.0908, 0.563, 1.2, 0.343, 0.106, 0.141, 0.368, 0.7, 0.34, 0.043, 12, 0.7, 0.35, 0.044, 12, 0.68, 0.33, 0.046, 12, 12
455, -0.804, -0.108, -0.177, 0.534, 1.37, 0.25, 0.551, 0.0979, 0.55, 0.62, 0.34, 0.034, 12, 0.6, 0.32, 0.036, 11, 0.6, 0.33, 0.045, 11, 12
337, -0.438, -0.147, -0.378, 1.32, 1.36, 0.142, 0.247, 0.302, -0.0451, 0.57, 0.35, -0.02, 12, 0.57, 0.35, -0.019, 12, 0.57, 0.36, -0.019, 12, 12
375, -0.418, -0.146, -0.434, 1.1, 1.44, 0.325, 0.823, 0.322, 0.408, 0.57, 0.35, 0.019, 12, 0.57, 0.36, 0.02, 12, 0.57, 0.36, 0.021, 12, 12
574, -0.43, -0.403, -0.243, 1.65, 1.45, 0.0226, 0.422, 0.384, 0.358, 0.55, 0.3, -0.0059, 11, 0.6, 0.31, -0.01, 11, 0.55, 0.3, -0.0037, 10, 11
468, -0.0288, -0.23, -0.204, 1.53, 1.87, 0.212, 0.489, 0.432, 0.421, 0.57, 0.31, -0.0022, 11, 0.57, 0.32, -0.0011, 11, 0.55, 0.3, 0.00056, 10, 11
284, -0.756, -0.133, -0.446, 0.766, 1.53, 0.244, 0.48, 0.0249, 0.0517, 0.52, 0.29, -0.072, 10, 0.52, 0.29, -0.062, 10, 0.57, 0.31, -0.094, 11, 11
263, -0.858, -0.084, -0.42, 1.25, 1.53, 0.26, 0.516, 0.252, 0.0122, 0.52, 0.29, -0.052, 10, 0.52, 0.29, -0.051, 10, 0.52, 0.29, -0.069, 10, 10
655, -0.694, -0.0786, -0.0398, 1.29, 0.989, 0.00928, 0.917, 0.642, 0.189, 0.73, 0.34, -0.026, 12, 0.75, 0.34, -0.024, 12, 0.77, 0.36, -0.023, 12, 12
722, -0.442, -0.0803, -0.147, 1.36, 0.738, 0.0105, 0.83, 0.731, 0.472, 2.4, 0.36, 0.083, 14, 1.2, 0.4, 0.014, 14, 1.3, 0.39, -0.0027, 14, 14
357, -0.282, -0.133, -0.148, 0.565, 1.76, 0.241, 0.0596, -0.0431, 0.446, 0.6, 0.31, -0.014, 11, 0.57, 0.3, -0.012, 11, 0.57, 0.3, -0.011, 11, 11
493, -0.748, -0.068, -0.168, 0.46, 1.63, 0.256, 0.0568, -0.182, 0.286, 0.57, 0.31, -0.022, 11, 0.57, 0.3, -0.023, 11, 0.57, 0.3, -0.022, 11, 11
358, -0.229, -0.179, -0.407, 1.15, 2.03, -0.127, 0.0175, 0.221, -0.0312, 0.52, 0.3, -0.0069, 11, 0.52, 0.31, -0.0093, 11, 0.52, 0.31, -0.007, 11, 11
514, -1.29, -0.193, -0.375, 1.16, 1.67, 0.383, -0.0122, 0.101, 0.426, 0.52, 0.3, 0.026, 10, 0.55, 0.32, 0.032, 11, 0.52, 0.3, 0.024, 10, 11
631, -0.182, 0.0231, -0.039, 0.878, 1.44, 0.314, 0.48, 0.053, 0.332, 0.68, 0.3, 0.001, 11, 0.68, 0.3, -0.0024, 11, 0.68, 0.3, -0.00052, 11, 11
388, -0.302, -0.0686, -0.484, 1.09, 1.44, -0.0472, 0.473, 1, 0.169, 0.55, 0.34, -0.024, 12, 0.55, 0.34, -0.025, 12, 0.55, 0.34, -0.028, 12, 12
249, -0.456, -0.359, -0.0908, 1.45, 0.178, 0.227, 0.261, 0.98, 0.35, 2.9, 0.0073, 0.11, 5.1, 2.7, 0.26, 0.046, 12, 1.9, 0.31, -0.023, 12, 9.6
249, -0.456, -0.359, -0.0908, 1.45, 0.178, 0.227, 0.261, 0.98, 0.35, 1.8, 0.26, 0.012, 11, 2.1, 0.26, -0.19, 12, 2.2, 0.24, -0.1, 11, 11
487, -0.839, -0.351, -0.265, 1.11, 1.08, 0.302, 0.387, 0.143, 0.157, 0.7, 0.4, 0.026, 14, 0.68, 0.39, 0.025, 13, 0.68, 0.39, 0.025, 13, 13
204, -0.895, 0.0127, -0.183, 1.09, 1.26, 0.281, 0.376, 0.138, 0.767, 0.6, 0.31, 0.013, 11, 0.62, 0.31, 0.015, 11, 0.62, 0.32, 0.024, 11, 11
572, -0.304, -0.0974, -0.498, 1.34, 1.14, -0.0428, 0.433, 1.02, 0.138, 0.7, 0.36, -0.046, 13, 0.7, 0.37, -0.039, 13, 0.73, 0.38, -0.045, 13, 13
672, -0.305, -0.0895, -0.505, 1.27, 0.435, -0.0689, 1.1, 0.605, 0.174, 0.62, -0.34, -0.0034, 5, 0.62, -0.35, -0.0041, 5.1, 0.62, -0.34, -0.0031, 5, 5
208, -0.723, -0.106, -0.0734, 0.846, 0.346, -0.00445, 1, 0.959, 0.54, 4.7, 0.019, -0.26, 8.7, 15, -0.061, 0.46, 21, 4.2, 0.13, 0.11, 9.5, 13
234, -0.786, -0.031, -0.228, 0.976, 0.575, 0.12, 0.793, 1.22, 0.479, 1.2, -0.26, -0.015, 4.8, 1.2, -0.26, 0.0098, 4.8, 1.2, -0.23, -0.0071, 4.5, 4.7
263, -0.505, -0.0604, 0.0344, 0.579, 1.36, 0.0868, 0.561, 0.384, 0.497, 0.73, 0.31, -0.026, 11, 0.7, 0.31, -0.023, 11, 0.73, 0.31, -0.027, 11, 11
268, -0.581, -0.233, -0.488, 1.08, 0.988, 0.0791, 0.839, 0.784, 0.497, 0.82, 0.36, 0.05, 13, 0.85, 0.41, 0.067, 14, 0.82, 0.37, 0.058, 13, 13
206, -0.33, -0.172, -0.166, 0.523, 0.729, -0.0135, 0.851, 0.295, 0.371, 0.9, 0.32, -0.0034, 12, 0.9, 0.34, 0.0063, 12, 0.9, 0.33, 0.011, 12, 12
103, -0.565, -0.0972, 0.00282, 0.107, 0.976, 0.0204, 0.865, 0.294, 0.31, 0.75, 0.32, -0.041, 11, 0.88, 0.31, -0.087, 11, 0.77, 0.31, -0.048, 11, 11
527, -0.588, -0.221, -0.159, 0.499, 0.484, -0.0647, 0.388, 0.00842, 0.365, 2.7, -0.42, 0.27, 8.7, 3.9, 0.17, -0.34, 12, 3.1, -0.35, 0.23, 8.4, 9.7
148, -0.384, -0.221, -0.441, 0.607, 0.421, 0.167, 0.431, 0.0167, 0.419, 0.77, -0.31, 0.023, 4.9, 0.75, -0.3, 0.012, 4.7, 0.75, -0.29, 0.069, 4.7, 4.8
494, -0.571, -0.00512, -0.565, -0.244, 1.21, 0.374, 1.08, 0.35, 0.687, 0.75, 0.38, -0.042, 13, 0.73, 0.38, -0.031, 13, 0.73, 0.39, -0.016, 13, 13
482, -0.596, -0.16, -0.269, 1.37, 0.925, 0.123, -0.217, 0.277, 0.142, 0.77, 0.41, -0.0058, 14, 0.8, 0.42, -0.011, 14, 0.8, 0.41, -0.01, 14, 14
462, -0.897, 0.0323, -0.282, 1.14, 1.13, 0.352, 0.316, 0.475, 0.168, 0.65, 0.37, 0.041, 13, 0.65, 0.38, 0.04, 13, 0.62, 0.35, 0.04, 12, 13
