T, A, B, Oc, C, Oj, tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.4, -1.5, 1.7e+02, 30, 4.3, 1.5, 1.6e+02, 30, 4.6, -1.2, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4, 2.1, 1.6e+02, 30, 4.6, 0.54, 1.7e+02, 30, 4.6, 0.36, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 14, 1.7, -0.39, 67, 30, 4.7, 0.29, 1.7e+02, 30, 4.6, 0.6, 1.7e+02, 1.4e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.394, 0.011, 30, 4.3, 0.15, 1.6e+02, 30, 3.7, 1.1, 1.4e+02, 30, 3.6, -0.6, 1.4e+02, 1.5e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.5, -1.5, 1.7e+02, 30, 4.7, -0.72, 1.7e+02, 30, 4.6, 0.59, 1.7e+02, 1.7e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.5, 0.0517, 0.011, 30, 3.8, -0.89, 1.5e+02, 30, 3.8, -0.11, 1.5e+02, 30, 3.9, -0.0065, 1.5e+02, 1.5e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.8, 0.41, 1.7e+02, 30, 4.8, 0.59, 1.8e+02, 30, 4.7, 1.1, 1.7e+02, 1.7e+02
475, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.466, 0.0517, 0.011, 30, 2.3, 0.1, 1e+02, 30, 2.3, 0.54, 1e+02, 30, 2.4, 0.077, 1e+02, 1e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.0517, 0.011, 30, 4.4, -0.13, 1.6e+02, 30, 2.9, 2.6, 1.3e+02, 30, 4, -0.76, 1.5e+02, 1.5e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.7, 0.46, 1.7e+02, 30, 4.6, 0.54, 1.7e+02, 30, 4.6, 0.23, 1.7e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.7, -0.63, 1.7e+02, 27, 3.2, -2.8, 1.3e+02, 30, 4.8, -0.076, 1.8e+02, 1.6e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.0517, 0.011, 30, 4.1, 0.8, 1.5e+02, 30, 4.1, 0.091, 1.6e+02, 30, 4.2, -0.34, 1.6e+02, 1.5e+02
475, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.5, 0.0517, 0.011, 30, 2.3, -0.06, 1e+02, 30, 2.3, 0.37, 1e+02, 30, 2.3, 0.49, 1e+02, 1e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.5, 0.0517, 0.011, 30, 4.2, -0.84, 1.6e+02, 30, 4, 0.74, 1.5e+02, 30, 4, -0.65, 1.5e+02, 1.5e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.466, 0.0517, 0.011, 30, 4.6, 0.3, 1.7e+02, 30, 4.2, 1.9, 1.6e+02, 30, 4.7, -0.96, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.0517, 0.011, 30, 4.5, 1.4, 1.7e+02, 7.4, 0.28, 0.16, 17, 30, 4.7, 0.5, 1.7e+02, 1.2e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.5, -1.5, 1.7e+02, 30, 4.4, -0.63, 1.6e+02, 30, 4.7, -0.98, 1.7e+02, 1.7e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.9, -0.84, 1.5e+02, 30, 4, -0.11, 1.5e+02, 30, 4, 0.21, 1.5e+02, 1.5e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.0517, 0.011, 30, 4.5, -0.13, 1.7e+02, 30, 4.2, -1.3, 1.6e+02, 30, 4.5, -1.4, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.5, 0.86, 1.7e+02, 30, 4.3, 1.7, 1.6e+02, 30, 4.6, 0.78, 1.7e+02, 1.7e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.3, 0.53, 1.6e+02, 30, 3.4, 1.5, 1.4e+02, 30, 3.9, -0.38, 1.5e+02, 1.5e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.5, 0.0517, 0.011, 30, 4.6, -0.26, 1.7e+02, 30, 4.6, 0.63, 1.7e+02, 30, 4.6, 0.21, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.7, 0.31, 1.7e+02, 30, 4.5, 1.2, 1.7e+02, 30, 4.6, 0.22, 1.7e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.7, -0.45, 1.7e+02, 30, 3.8, -2.5, 1.5e+02, 30, 4.8, 0.077, 1.8e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 25, 2.4, 2.9, 1.1e+02, 30, 4.4, -1.3, 1.7e+02, 30, 4.4, 1.8, 1.7e+02, 1.5e+02
475, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.394, 0.011, 30, 2.3, 0.13, 1e+02, 30, 2.4, -0.13, 1e+02, 30, 2.4, -0.18, 1e+02, 1e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.3, 1, 1.6e+02, 30, 3.9, -0.97, 1.5e+02, 30, 3.6, -1.5, 1.4e+02, 1.5e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.7, 2.1, 1.5e+02, 30, 4.4, -1.2, 1.6e+02, 30, 4.8, -0.1, 1.8e+02, 1.6e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.7, 1.8, 1.5e+02, 30, 3.9, 0.034, 1.5e+02, 30, 3.8, -1.4, 1.5e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 3.7, -1.4, 1.4e+02, 30, 3.9, -0.22, 1.5e+02, 30, 4, -1, 1.5e+02, 1.5e+02
475, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 2.3, -0.15, 99, 30, 2.3, -0.24, 1e+02, 30, 2.4, 0.28, 1e+02, 1e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.8, 0.19, 1.7e+02, 30, 4.6, 1.5, 1.7e+02, 30, 3.9, 2.5, 1.6e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.5, 1.8, 1.7e+02, 30, 4.8, 0.4, 1.8e+02, 30, 4.1, 2.2, 1.6e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.5, 0.0517, 0.011, 30, 2.4, -0.24, 1e+02, 30, 2.4, -0.77, 1e+02, 30, 2.5, 0.082, 1e+02, 1e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.4, -0.012, 1.6e+02, 30, 4.1, 0.76, 1.5e+02, 30, 3.7, 0.24, 1.4e+02, 1.5e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.7, 0.44, 1.7e+02, 30, 4.6, 0.83, 1.7e+02, 30, 4.6, 0.38, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.292, 0.011, 30, 4.2, 2.8, 1.7e+02, 30, 4.8, -1, 1.8e+02, 30, 4.8, 1.3, 1.8e+02, 1.7e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.5, 0.0517, 0.011, 30, 4.3, 0.55, 1.6e+02, 30, 4.1, 0.83, 1.5e+02, 30, 4.1, 0.084, 1.5e+02, 1.6e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.5, 0.0517, 0.011, 30, 3.8, -1.6, 1.5e+02, 30, 4.1, -0.37, 1.5e+02, 30, 3.9, -0.74, 1.5e+02, 1.5e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0, 30, 4.4, 0.26, 1.6e+02, 30, 4.1, 1.7, 1.6e+02, 30, 3.8, 1.5, 1.5e+02, 1.6e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.5, 0.79, 1.7e+02, 30, 4.5, -1.3, 1.7e+02, 30, 4.6, 1.2, 1.7e+02, 1.7e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0, 30, 3.8, -0.078, 1.5e+02, 30, 3.5, -1.5, 1.4e+02, 30, 3.8, 0.064, 1.4e+02, 1.4e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.3, 2, 1.6e+02, 30, 4.8, -0.1, 1.8e+02, 30, 4.8, -0.48, 1.8e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.292, 0.011, 30, 4.7, 1.9, 1.8e+02, 30, 4.3, 2.4, 1.7e+02, 30, 4.5, -1.4, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.5, 0.0517, 0.011, 30, 4.5, 1.2, 1.7e+02, 30, 4.6, 0.17, 1.7e+02, 30, 4.5, -0.44, 1.7e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.4, -1.6, 1.7e+02, 30, 3.1, -2.5, 1.3e+02, 30, 4.6, -0.98, 1.7e+02, 1.6e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.4, -1.9, 1.7e+02, 30, 4.6, -1.3, 1.7e+02, 30, 4.6, 0.13, 1.7e+02, 1.7e+02
475, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.466, 0.0517, 0.011, 30, 2.2, 0.49, 98, 30, 2.3, 0.51, 1e+02, 30, 2.3, 0.66, 1e+02, 99
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.0517, 0.011, 30, 4.3, -0.33, 1.6e+02, 30, 3.1, -2, 1.3e+02, 30, 3.8, -1.2, 1.5e+02, 1.5e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.466, 0.0517, 0.011, 30, 4.6, -1.3, 1.7e+02, 30, 4.8, 0.87, 1.8e+02, 30, 4.8, -0.66, 1.7e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.6, -0.97, 1.7e+02, 29, 3.3, -2.8, 1.4e+02, 30, 4.7, -0.22, 1.7e+02, 1.6e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 26, 2.6, 2.8, 1.2e+02, 30, 4.8, -0.026, 1.7e+02, 30, 4.8, -0.23, 1.7e+02, 1.6e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.5, 0.0517, 0.011, 30, 3.4, -2, 1.4e+02, 30, 4.1, -0.53, 1.5e+02, 30, 3.9, 0.68, 1.5e+02, 1.5e+02
475, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 2.3, 0.14, 1e+02, 30, 2.4, 0.49, 1e+02, 30, 2.3, 0.4, 1e+02, 1e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4, -2.3, 1.6e+02, 30, 4.8, 0.89, 1.7e+02, 30, 3.9, -2.3, 1.5e+02, 1.6e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 2.4, -0.23, 1e+02, 30, 2.5, -0.36, 1.1e+02, 30, 2.5, -0.48, 1.1e+02, 1e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.8, 0.41, 1.7e+02, 24, 1.7, 2.8, 91, 30, 4.8, 0.43, 1.7e+02, 1.5e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.6, 1.4, 1.7e+02, 30, 4.5, -1.5, 1.7e+02, 30, 4.8, -0.21, 1.8e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.8, -0.07, 1.8e+02, 30, 4.6, -1.3, 1.7e+02, 30, 4.7, 1.2, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 28, 3.2, 2.9, 1.4e+02, 30, 4.7, 0.027, 1.7e+02, 30, 4.6, 0.086, 1.7e+02, 1.6e+02
296, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.8, 0.2, 1.7e+02, 30, 4.7, -0.91, 1.7e+02, 30, 4.5, 0.47, 1.7e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.4, -1.2, 1.6e+02, 30, 4.7, -1.1, 1.7e+02, 30, 4.3, -1.9, 1.6e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.5, 0.5, 0.0517, 0.011, 6, 0.18, 0.082, 13, 4.9, 0.28, 0.16, 15, 7.4, 0.61, 0.19, 27, 18
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 23, 1.3, 2.9, 81, 30, 4.7, -0.63, 1.7e+02, 30, 4.2, 2.2, 1.6e+02, 1.4e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.6, -0.078, 1.7e+02, 30, 4.5, 1.2, 1.7e+02, 30, 4.6, 0.65, 1.7e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.6, -1.1, 1.7e+02, 30, 4.8, -0.19, 1.8e+02, 30, 4.4, -0.7, 1.6e+02, 1.7e+02
295, -0.434, -0.211, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 2.3, 0.46, 0.02, 17, 2.4, 0.43, -0.087, 16, 2.2, 0.42, 0.041, 16, 16
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4, -2.2, 1.6e+02, 30, 4.5, -1.5, 1.7e+02, 30, 4, -2.3, 1.6e+02, 1.6e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.2, -2.1, 1.6e+02, 25, 2.2, -2.8, 1.1e+02, 30, 4.8, -0.057, 1.8e+02, 1.5e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.5, 0.0517, 0.011, 30, 4.7, 0.61, 1.7e+02, 30, 4.6, 0.89, 1.7e+02, 30, 4.6, 0.79, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.5, 0.0517, 0.011, 30, 4.6, 0.55, 1.7e+02, 30, 4.6, 0.69, 1.7e+02, 30, 4.6, 0.78, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.5, 1.1, 1.7e+02, 30, 4.6, 0.17, 1.7e+02, 30, 4.5, -0.63, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.6, 0.39, 1.7e+02, 30, 4.5, 0.84, 1.7e+02, 30, 4.5, 1.1, 1.7e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.7, -0.79, 1.7e+02, 30, 3.7, -2.4, 1.5e+02, 30, 4.6, -1.2, 1.7e+02, 1.6e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.1, -2.1, 1.6e+02, 30, 4.7, -0.47, 1.7e+02, 30, 4.3, -1.9, 1.6e+02, 1.6e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4, -2.2, 1.6e+02, 30, 4.7, -0.9, 1.7e+02, 30, 4.6, -1.2, 1.7e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.7, -0.42, 1.7e+02, 30, 4.5, -1.5, 1.7e+02, 30, 4.8, -0.97, 1.7e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.5, 0.0517, 0.011, 30, 4.4, 0.38, 1.6e+02, 30, 4.5, -1.5, 1.7e+02, 30, 4.7, -0.75, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.0517, 0.011, 24, 2.7, -2.8, 1.2e+02, 30, 4.6, 0.95, 1.7e+02, 30, 4.6, 0.73, 1.7e+02, 1.5e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.8, 0.47, 1.7e+02, 30, 4.1, -2.1, 1.6e+02, 30, 4.7, 1, 1.7e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.466, 0.0517, 0.011, 30, 4.5, 1.5, 1.7e+02, 26, 2.6, -2.8, 1.2e+02, 30, 4.8, -0.29, 1.7e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.0517, 0.011, 30, 3.7, 2, 1.5e+02, 30, 4.1, 0.96, 1.5e+02, 30, 4, -0.83, 1.5e+02, 1.5e+02
475, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.466, 0.0517, 0.011, 30, 2.2, -0.5, 99, 30, 2.3, -0.24, 1e+02, 30, 2.4, -0.16, 1e+02, 1e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.5, 0.0517, 0.011, 30, 4.1, 1.1, 1.6e+02, 30, 4.1, -0.36, 1.5e+02, 30, 3.8, -0.44, 1.4e+02, 1.5e+02
475, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 2.3, -0.2, 1e+02, 30, 2.3, 0.13, 1e+02, 30, 2.3, -0.49, 1e+02, 1e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.7, -0.64, 1.7e+02, 30, 4.5, 0.37, 1.7e+02, 30, 4.8, -0.23, 1.8e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 2.4, 0.051, 1e+02, 30, 2.5, -0.19, 1.1e+02, 30, 2.5, -0.097, 1.1e+02, 1e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.7, -0.85, 1.7e+02, 24, 2.1, 2.8, 1e+02, 30, 4.8, -0.25, 1.7e+02, 1.5e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.466, 0.0517, 0.011, 30, 2.5, 0.12, 1e+02, 30, 2.4, 0.29, 1e+02, 30, 2.5, -0.061, 1.1e+02, 1e+02
296, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.121, 0.5, 0.0517, 0.011, 30, 3.4, -2.8, 1.4e+02, 30, 4.8, -0.056, 1.8e+02, 30, 4.7, -0.79, 1.7e+02, 1.6e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 2.4, -0.61, 1e+02, 30, 2.5, -0.16, 1.1e+02, 30, 2.5, -0.35, 1e+02, 1e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.121, 0.5, 0.0517, 0.011, 30, 4.7, -0.71, 1.7e+02, 30, 4.8, 0.74, 1.8e+02, 30, 4.2, 1.5, 1.6e+02, 1.7e+02
475, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.1, -1.2, 1.6e+02, 30, 4.2, -0.42, 1.6e+02, 30, 4.2, -0.18, 1.6e+02, 1.6e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.3, -0.75, 1.6e+02, 30, 4.1, -0.58, 1.5e+02, 30, 4, 0.21, 1.5e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.292, 0.011, 30, 3.9, -0.21, 1.5e+02, 30, 3.5, -1.5, 1.4e+02, 30, 3.6, -1.2, 1.4e+02, 1.4e+02
475, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.0517, 0.011, 30, 4.3, -0.31, 1.6e+02, 30, 3.7, -1.6, 1.5e+02, 30, 4.2, 0.23, 1.6e+02, 1.5e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.5, 0.0517, 0.011, 30, 4.6, 0.23, 1.7e+02, 30, 4.6, 0.46, 1.7e+02, 30, 4.6, 0.072, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.292, 0.011, 30, 4.7, 1.7, 1.8e+02, 30, 5, -0.14, 1.8e+02, 30, 4.9, 1.2, 1.8e+02, 1.8e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.466, 0.0517, 0.011, 30, 4.8, 0.11, 1.7e+02, 30, 4.8, -0.34, 1.8e+02, 30, 4.7, -1.1, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.292, 0.011, 30, 5, 1.3, 1.8e+02, 30, 5, -0.38, 1.8e+02, 30, 4.8, -0.73, 1.8e+02, 1.8e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.6, 0.83, 1.7e+02, 30, 4.6, 0.56, 1.7e+02, 30, 4.5, 0.9, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0, 0.121, 0.5, 0.0517, 0.011, 3.5, -0.2, 0.25, 7.8, 3.3, -0.3, 0.042, 7.4, 3.8, -0.31, -0.014, 7.9, 7.7
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.6, -0.29, 1.7e+02, 30, 4.5, 0.96, 1.7e+02, 30, 4.6, 0.75, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.6, 0.25, 1.7e+02, 30, 4.6, 0.71, 1.7e+02, 30, 4.6, 0.28, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.7, 0.121, 0.466, 0.0517, 0.011, 1, 0.43, -0.0078, 15, 1, 0.42, -0.01, 15, 1, 0.41, -0.013, 14, 15
475, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 2.2, 0.78, 99, 30, 2.2, 0.84, 98, 30, 2.3, 0.19, 1e+02, 99
296, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.4, -0.18, 1.6e+02, 30, 3.6, -1.9, 1.4e+02, 30, 4.1, 0.19, 1.6e+02, 1.5e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.466, 0.0517, 0.011, 30, 4, -2, 1.6e+02, 30, 4.8, 0.69, 1.8e+02, 30, 4.1, 2.2, 1.6e+02, 1.6e+02
295, -0.434, -0.306, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 2.6, 0.17, 0.11, 9, 1.9, 0.31, 0.019, 12, 1.7, 0.32, -0.11, 12, 11
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.292, 0.011, 30, 4.4, 2.1, 1.7e+02, 30, 4.4, 2, 1.7e+02, 30, 4.8, 0.77, 1.8e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.416, 0.292, 0.011, 30, 5, 0.99, 1.8e+02, 8.1, 0.8, -0.051, 33, 30, 4.7, 1.9, 1.8e+02, 1.3e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.4, -1.6, 1.7e+02, 30, 4.7, 0.9, 1.7e+02, 30, 4, -2, 1.6e+02, 1.6e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.121, 0.466, 0.0517, 0.011, 30, 4.1, -2, 1.6e+02, 30, 4.5, 1.1, 1.7e+02, 30, 4.6, -0.16, 1.7e+02, 1.7e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.121, 0.5, 0.0517, 0.011, 30, 4.6, -1.1, 1.7e+02, 30, 4.4, -1.6, 1.6e+02, 30, 4.6, -0.77, 1.7e+02, 1.7e+02
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 2.4, -0.43, 1e+02, 30, 2.5, -0.44, 1.1e+02, 30, 2.5, 0.091, 1.1e+02, 1.1e+02
295, -0.434, -0.0405, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.4, -1.6, 1.7e+02, 30, 4.7, -0.56, 1.7e+02, 27, 3.1, 2.8, 1.3e+02, 1.6e+02
